Sample,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,QC_001,QC_003,QC_005,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157
Label,Naive,Naive,Naive,Naive,Naive,Naive,QC,QC,QC,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue
755.6061__132.81,12680.20901,15106.42135,10559.88256,0,0,0,1127548.73243,1382911.31693,1218340.71227,228927.06501,601845.89394,114821.60549,159579.2311,91658.71988,57881.46066
755.7287__92.3,2342335.8953,2604721.96901,2527221.90062,3790310.4535,3659242.19431,2878292.93587,0,0,0,0,160380.70113,0,0,12049.42074,0
756.326__73.5,0,0,0,0,0,0,260959.096,398292.55859,300490.85048,0,0,0,0,0,0
756.4324__71.36,106416.89587,199939.45891,40794.89014,0,65118.55675,14024.34237,1866206.08118,1938763.4095,1861230.0672,1747826.8694,1180040.83907,1315547.68143,1368759.00231,1437702.56938,227572.72874
756.5544__122.85,27156620.58277,28523945.27055,18297870.857,26955422.9447,19800576.8586,21930957.53807,22937795.9927,27493253.36799,28292336.71207,42205418.67634,45533988.23322,24680011.70322,16945311.09654,25475225.56092,31508729.54042
756.7187__109.51,928492.44805,1688587.99854,478785.32825,755474.56201,1178525.34398,508310.48573,0,0,0,0,52512.02797,0,0,0,0
757.5573__122.82,12616393.0406,13500872.45714,8368662.95075,12420989.55023,9390618.80563,9946573.8373,10577758.73151,12224668.97391,13092036.38095,18893276.21041,20775444.42983,11053324.3297,7375076.69288,11910431.9647,14492622.79222
757.6223__133.49,1029962.6235,1237426.92546,1284262.09217,1301220.44159,1429017.68454,1187255.7736,5839206.0406,5791047.55224,5476296.76885,3178671.34849,3013975.28993,1832755.96629,3390560.04828,3272791.48347,2565576.14381
757.9052__116.48,2667492.08531,496072.45584,37084.74928,722986.87012,293656.9198,454529.82307,590713.44003,461898.3096,316039.57519,417866.83333,410892.20017,710770.61189,213705.91679,259690.79286,1173371.75252
758.5169__71.55,191807.93747,218230.70263,165549.10686,0,61440.46326,151020.70957,1290991.02588,1499302.00627,1560013.9855,1179942.21102,837221.26705,1025322.63534,1121528.98906,574047.18545,620603.59641
758.5692__121.3,326677067.0591,248280589.69969,152781626.29538,315068549.15456,197092069.74462,179792006.74883,465967364.82526,554951508.66274,564458763.9657,463045296.31436,511617910.34613,439177327.24008,250502965.62769,379855913.5185,439257686.498
758.625__133.18,249553.60391,483865.97603,323699.0905,34862.49325,308811.28697,298119.50872,2515895.43551,2520852.42189,2816502.04598,1479827.33797,1292047.6961,782127.51052,1390696.83154,1434402.8661,998319.94375
759.5723__121.3,146515220.29621,111254026.32951,74659202.67149,145941627.33049,93989452.23741,84669538.54592,207798242.89044,246887722.87309,252819811.11471,209897166.49196,230023766.98334,196251906.45463,110911435.15506,171706944.36757,196768896.29999
760.5149__71.07,377197.23018,146057.19355,266675.47448,0,435734.0781,418854.29799,701370.28151,905292.45354,831889.62991,533277.73514,399809.00087,497662.49909,538010.33708,576416.5814,513011.80602
760.5854__121.03,91922888.07219,96913442.78274,80156860.81947,89464804.59101,103851738.22865,46663548.10955,79600479.71246,94337166.68126,96083673.04341,141639162.44228,117544207.83315,90975752.10097,128446941.11107,205662519.51875,126366180.67718
760.8225__113.38,2169454.30701,1487493.71288,1312858.06883,1655845.78619,1936105.04853,2427020.99104,1852781.50982,1960935.50054,2031296.4316,1845068.17615,1768150.47757,1984886.99942,1079768.58236,2114744.81353,2233474.97261
760.8457__128.47,0,9417874.02247,10705636.25084,5792190.076,16071941.40021,5395795.61596,0,0,0,94141.96999,1913645.84487,1350850.11622,517352.63898,40657.08528,25657.56432
761.5161__67.57,4404839.20803,3093535.53379,2330898.9046,2818988.79365,3252292.85486,2277958.89999,4261776.07949,4568391.26676,4009225.89775,5454059.9713,4255240.74872,5118538.20009,4563895.7109,6779096.96158,6727015.09447
761.5892__121.19,44415946.12632,45407748.28824,38875225.4263,42625684.10463,49547662.4984,23840102.70919,40656739.44053,48369515.7048,51291094.80363,67181344.12183,55137659.99847,44173004.399,58523585.15059,94926867.79223,57023759.80098
762.5058__91.56,72030.16419,41184.33425,43248.99144,0,12965.62764,75088.39316,96722.82732,14150.54295,117249.85981,602303.86799,800407.65591,381335.12338,233083.32989,468819.88983,708198.78421
762.592__121.17,12030799.48338,12415220.29892,9621540.04977,11407691.79382,12543412.76471,5892400.13797,10408471.61684,13753884.50416,13726379.64197,17989381.2045,14908823.68164,11638393.53436,15362722.24813,25689382.50143,15305394.16602
762.6014__68.53,464967.96192,656089.75603,548895.08758,566605.67408,559164.30266,381665.22277,623934.69981,299692.8208,458497.21816,474699.05955,960621.74327,725826.09587,607662.64893,256450.93307,1134241.15668
762.8196__113.57,308399.91141,131028.98801,124684.1125,79663.67718,224019.25442,370223.76642,203902.54329,251589.54669,356243.93976,359172.07202,365082.15654,336452.15801,176905.64513,223374.33401,207011.6593
762.9789__148.73,239152.74467,383564.93563,66674.01356,0,667440.34495,202855.03531,5720491.83808,11243972.35909,14326305.24762,1085236.53492,1382942.85192,1297819.30225,1691931.21957,825992.62262,1022137.2449
763.4804__148.82,187484.00911,308699.59146,402324.85874,182202.27272,451861.98617,356041.57599,3773047.1837,8901233.66648,10925955.94811,930874.28163,802952.53444,694548.97771,877301.64113,706274.78338,296397.53737
763.5137__67.66,7670202.24117,5832488.94993,4532114.17979,5006333.16248,5820933.74706,4086994.41664,7140825.61454,8099303.6067,7269793.31859,8744461.69414,7433277.90603,8643963.1726,8043682.34471,11680211.84711,11459904.97063
763.5942__121.3,1665374.72191,1941041.40197,1572856.82264,1842527.94183,2202154.67285,667625.16556,1477574.759,1863567.53925,2100943.13251,2952687.37001,2389158.88842,1422788.06001,2684637.5581,4369662.28156,2297454.77183
764.4632__71.59,327466.24812,390475.47884,265747.52894,274279.45517,306799.06493,113896.49203,1175849.68856,1426675.16619,1278166.8786,1962596.05609,1591028.85647,1803373.90999,1853366.29181,1998091.95275,1933091.45377
764.5225__89.57,462901.894,259437.723,303461.84738,1052200.59096,103015.90631,514000.69851,1391264.67159,1498932.01402,1443582.29708,1600656.19602,1906727.27622,1358567.10617,609396.48295,1642262.04299,1665534.30223
764.5565__118.9,2144808.78879,2479677.77781,486883.34216,1673814.75578,1937263.6623,780898.22854,2890981.70918,1851770.60365,1545528.4659,1096821.17899,1185670.42729,1935600.89128,1836493.2578,2128163.27301,2574834.82122
765.5107__67.56,8328942.57714,6245047.47888,4679906.27095,5301766.11268,5891100.29083,4487623.34774,7549190.36008,8826478.81851,7614370.19264,9687743.53012,7905564.31277,9580705.60258,8610126.89765,12553419.25403,12329475.55475
765.5598__118.91,752831.9694,988457.84676,118329.84816,539958.42643,472168.33374,277261.64186,1245954.34939,680847.44578,305393.82524,362011.38212,408988.7516,578030.38459,647814.10645,795418.12648,688784.08181
765.8371__113.4,604488.21562,493143.21372,253650.71901,347082.90735,382284.75692,577996.83276,268189.71592,318838.1293,452891.46971,767789.86247,533630.04483,589897.64295,196947.31333,378041.50093,447794.61263
766.4609__71.45,357288.19219,462992.60733,208095.36501,0,192976.74606,88640.91884,1198927.17202,1422135.37366,1498213.99364,1968111.28936,1844381.54497,1922567.28516,1831427.91478,2026825.32485,2074376.79488
766.538__90.2,586215.88879,379265.25026,91193.6377,471606.72075,146248.54507,419393.91869,1063000.90003,1213324.33241,1091795.77266,1459384.74938,1167100.23353,1015295.30322,509407.47313,1327173.6191,1498487.20978
766.5746__118.38,1480109.05324,2470493.62897,1757342.83975,3585952.20931,2309915.13881,1515634.2887,7982007.91431,10084723.06355,11005618.20925,6008022.27392,6215994.45196,9580144.02546,10220080.16065,9429400.06122,9409725.26151
766.7598__117.26,0,0,0,0,0,0,446105.0062,407903.5382,490355.34036,0,0,16529.73621,0,0,0
767.5069__67.56,5865253.32747,4548320.9252,3308358.4203,3715827.29337,4235513.07835,2973572.86898,5510726.86247,6168339.5081,5295397.6183,6796286.303,5488769.58419,6732821.95092,6286300.88197,8912980.5088,8686221.58021
767.541__90.35,134832.06872,97797.94863,0,13184.79687,24449.06917,64946.64639,360829.73042,469076.8709,384777.89288,406888.30975,482052.09168,313481.06467,158413.18172,400228.73759,506698.73091
767.5781__117.85,998232.23355,1816455.78965,701358.3691,1268553.39962,628958.81856,531974.03001,4020737.11035,4788738.87673,5492334.57458,2619467.92855,2844078.07765,4417427.72089,4603021.3509,4482905.13106,4286221.73908
767.6829__76.32,3413224.73978,3417204.05999,2657782.24705,2539923.00252,3759361.28957,3200370.48665,0,0,0,26782.5715,851811.68684,41394.17407,34175.80738,7542.15323,0
768.4118__71.5,0,0,0,0,0,0,449041.32421,789154.42182,696409.8633,333165.77774,256111.14587,261499.23611,276704.24261,259315.95986,244464.80131
768.4579__71.51,159862.68543,239371.61386,87878.92337,0,94623.15978,35767.06659,731359.50587,994142.62606,890436.01549,1222330.99812,1193239.4123,1194909.41271,1260608.76796,1288559.41198,1342709.01296
768.5146__125.34,608020.14488,716294.32247,167479.35506,0,110887.90042,263658.68457,2373917.7791,1598784.94748,1045736.78156,303352.46351,186427.11058,55411.65736,15011.64553,36418.5827,28334.87742
768.5534__89.56,668966.76315,186116.97779,298677.46849,883813.87575,210089.60333,281111.07396,1482624.02517,1597733.6451,1528588.96526,1044766.85544,942828.58833,618660.65939,204656.28399,718206.07656,1078107.30051
768.5897__119.38,3622094.09448,4641223.7746,3569005.8479,5581917.88395,4158639.47827,2747664.28713,12441524.84734,14783723.66741,14973877.269,8896289.06267,9804739.6171,12764021.93866,11390236.02648,14505113.84342,10936248.63626
769.5052__67.48,2629236.76391,2083472.24226,1666247.69509,1685566.1265,2256949.38409,1535963.44313,2661703.71263,2849744.45288,2803390.12764,3383696.93791,2651903.96623,3057065.42807,2832628.51048,4400584.53858,4235738.40572
769.5568__89.45,216854.98143,11897.00913,0,0,40060.89153,38198.21336,505437.73235,614892.52936,477671.47569,369615.37414,451536.45023,179196.5162,26027.89397,186339.37547,335103.60034
769.5938__119.35,3518663.41976,1983899.25798,1684816.12144,2611562.24474,2020794.56696,1362442.1831,5949006.45659,7009428.95231,7509912.51574,4350236.02699,4670919.0254,5768156.09586,5410700.09882,6604593.2278,4904801.14341
769.9437__111,751552.71454,549427.9412,469442.91817,530760.21229,494455.21985,401103.83443,520626.65386,610502.48692,543393.35123,157621.29669,140455.2288,134698.66053,261725.34005,227084.35662,470095.11672
770.0614__121.27,2918221.07958,1205702.07195,835238.03156,1886945.80126,882487.75502,1007347.79304,1604485.12211,2536507.91552,3007405.42338,2176557.69545,2369854.93366,3454481.37381,827762.87311,1356867.18455,2998888.75831
770.4084__71.39,0,0,0,0,0,0,1294614.96765,1475989.00987,1261108.06621,694292.98302,554817.6822,623354.60331,579012.81763,558671.93735,716231.37886
770.4542__71.58,100496.29616,119240.07441,29514.26399,0,0,14587.06767,375272.44765,408298.49478,423448.39523,559005.57895,480251.14853,596982.80669,606982.52944,617335.09668,591420.4915
770.5096__121.27,652892.01419,711377.32491,521040.00995,945363.04792,1126654.79333,219543.07111,5919803.90739,4152800.84066,2556098.85171,85068.55206,48259.1089,0,0,86494.69069,30142.46488
770.5682__121.13,4060147.00918,2772146.1992,1620647.00537,2824833.51211,2519149.55371,1774096.94369,2536429.4003,3837861.89292,4088817.89231,3752250.72701,4456985.09656,3544246.52184,3170998.63931,4808388.34618,3827967.98626
770.8505__113.99,72733360.62218,56144967.37071,40680511.85993,49934263.28012,58265151.75803,45255504.78994,25723728.41658,23315415.91964,20405038.71027,19082762.49963,17290609.58209,19719644.02044,12565368.8191,14477891.33874,21074882.93041
770.9422__110.87,451001.34169,331111.27515,549000.58666,845343.67145,642926.32011,371160.62121,169165.27735,193627.26567,265485.07111,184391.46478,447568.16719,283904.06834,46965.95143,261370.52469,532685.78852
770.9653__148.88,9382905.78422,11624519.33305,14541489.73444,16427947.1731,14666583.90663,14044951.39162,0,0,0,29711342.6809,27095484.17971,21614880.3269,23483750.88326,30831176.44414,26394095.40172
771.069__121.38,2481827.48212,1379200.2441,1066994.18134,1196882.83326,1290145.65657,701736.39251,412318.30513,1262393.605,1485120.98426,1888002.40693,1646454.11941,1983926.99447,1243221.64738,2178500.86229,2103814.82926
771.3531__113.99,3973839.05328,2543681.5491,1784833.62748,2066933.98977,2522148.67703,2032037.79289,1026787.85124,762471.4788,721651.82963,929856.46146,710201.86889,807501.58916,313449.1359,528993.62491,725905.00129
771.4681__148.88,8003026.07267,8682859.4453,12674938.35616,13199638.53782,12137538.11528,12854542.81899,0,0,0,24463118.77422,20728220.88954,17135409.38461,17848010.68687,23790913.94824,21467797.85133
771.5003__67.91,999750.69942,407447.53469,431587.45245,351159.20238,380213.35437,324640.7542,858771.20273,751560.81992,797925.0916,672142.4331,766180.78608,661662.1404,860147.42511,1462058.833,1084219.732
771.5134__121.86,204721.08187,170363.94298,151980.59452,118739.9601,280713.40683,29751.88835,2262904.58475,1638594.90209,1125960.94574,93062.06377,15692.12968,0,0,21576.67831,0
771.5727__121.03,1769090.95259,1430095.58534,766211.29827,1170970.15334,1130157.19641,668219.0591,1423830.09865,1823099.54368,1996254.91709,2131350.87254,2046509.89135,1251179.72511,1564788.03066,2684500.40174,1624898.47942
771.8538__114.21,8506838.12428,7374059.04876,4768770.70334,6103872.45343,7369331.34762,5411227.28775,3097213.99144,2892804.26188,2397948.89281,2472161.10804,2074091.68496,2152967.57475,1327751.22791,1745786.8743,2375036.78816
771.9685__148.92,4037252.29084,4696775.81885,6341956.90215,7153857.84193,5702992.7899,6692019.60845,0,0,0,14986890.83243,12942665.1084,10904292.45716,12335007.53951,12388702.17387,11384717.9953
772.4061__71.51,0,10322.39108,9602.43954,0,13404.05841,0,1376540.26467,1612135.36461,1607722.8834,866947.829,657444.01659,747680.32364,742423.95318,667966.52078,746917.44208
772.4694__148.92,1062471.56447,1393255.57062,2539638.51405,3085008.00223,2305044.67774,2547481.88111,0,0,0,6375559.19624,6487824.09988,4896537.4881,5748706.04762,4884607.60484,4907124.42864
772.4953__72.81,8207.34722,27657.5983,0,0,284490.6915,0,130444.79415,72634.40394,54045.95139,203570.90027,170859.76944,175537.47208,145768.63454,217842.63851,255529.94255
772.5505__123.11,15121571.59812,21800438.19729,14405474.04093,16781813.50598,12354994.51346,12281396.96123,501765.18064,8244111.24243,8533293.0655,732944.86445,24205519.88842,7315725.91583,6628309.79012,11449092.19192,13501917.92191
772.7965__56.57,0,253766.65795,834762.44281,3156749.78558,2873658.07057,263976.11367,0,0,0,281492.91934,437843.01761,101566.44195,519788.94596,525010.80059,91123.97415
772.8561__114.19,2732692.33856,2187415.85584,1543717.46109,1863930.45156,2296569.17389,1821510.71839,922076.02621,882726.28629,671876.13126,685811.08218,537017.80714,654910.90491,293417.01398,343666.6153,639235.67765
773.4936__63.72,507797.27876,523484.46711,422101.82911,439875.51973,389495.72659,369213.09929,1468847.8526,1807361.42032,1767540.40107,1558470.39077,1471113.11755,1710393.45588,1486814.77124,1627487.66668,1246192.03397
773.5541__123.15,7281327.08372,9625543.91767,6550608.61484,7624709.61094,5638784.04209,5157211.49941,2810734.10444,3542495.27347,4010426.40133,9328707.0512,11516715.92894,3277864.0674,2727980.9279,4989337.5992,6282200.76686
773.9383__116.3,734885.13616,680232.63681,588697.37049,532802.11921,800349.73615,500638.94095,43953.7032,0,18483.6357,118898.15886,142752.72691,278304.62991,165794.06855,186510.32299,362606.68943
774.4018__72.15,0,14709.62156,10869.50439,0,0,0,1087271.58683,1128030.27178,1291536.04901,620122.34238,439386.60106,626529.9084,150403.62673,388890.61424,568993.30201
774.5645__123.94,96246456.25102,105750091.05262,69614773.8711,92944301.8135,72256547.92588,82392764.18766,10217811.39189,12909955.22835,13441501.02729,140358256.24857,178551248.89595,108134273.46639,72911065.29983,104024270.01206,161006864.27084
774.5755__72.57,22385331.591,21006753.46531,18266909.04956,20701122.54566,21590248.99806,22156418.60004,189911.58328,0,0,411838.34611,276784.52487,432657.21459,452446.30063,513516.41526,457937.59861
774.6584__60.14,45614852.04981,40063196.73499,32258700.85891,36669062.99303,41701975.42732,35392917.28107,0,0,0,812246.37824,6241301.3495,2650047.914,1673910.33839,1456514.0745,985724.11736
774.9798__148.64,49478.33011,94876.43395,31072.19935,0,31662.99731,0,2109966.2152,6323268.82718,8346198.2368,135166.39244,107899.84256,404403.64202,77282.07892,108125.16868,152811.66863
775.4896__61.17,5127682.39075,4666726.1819,3676623.72566,4235614.5297,4960857.7437,4151644.67483,2970061.86053,3635090.70736,3091245.81541,3210216.91703,2666994.79945,2682797.52695,2564906.43509,3318269.46059,3197177.27672
775.5677__123.95,46155667.8062,50615279.82665,30803218.16383,44351915.88354,32657142.50631,37818923.8993,4538717.84082,6132891.18086,5992721.5395,67317068.53342,87442624.22398,52688241.8255,34949196.71158,48575949.01278,76219589.53037
776.452__67.6,4433331.17407,3577629.26672,2998865.3449,3211203.67522,3903671.00878,2982136.6407,4649985.80135,5077766.97139,4853003.24524,5882064.62276,5170917.53304,6094395.05482,5634916.28856,5716265.0781,7016208.96143
776.4883__148.2,0,0,23320.6423,0,102920.73128,0,1180133.34263,3100212.88294,4209482.70358,0,44335.64707,0,0,0,0
776.5708__123.95,11829496.81482,12808176.82808,7673237.69058,10770394.44406,7563309.76303,9723718.46088,451800.2923,1060552.32435,879496.71364,17314202.48428,21779108.69157,12852610.08672,8285216.5742,11643359.05111,19071690.08687
776.6556__60.14,29224856.24215,25362668.61365,20518717.87197,23187459.40145,26582319.00568,22631897.74309,0,0,0,528675.92774,3991348.59395,1550374.50227,927914.38305,853608.72453,529422.90495
776.6556__72.12,13896784.91698,13178756.9475,11802146.85648,13131370.87376,14335523.31666,14415692.3942,0,0,0,100617.52972,1913922.84607,294947.06703,245809.74955,15418.9087,55776.87362
776.9935__147.5,0,25651.75139,47078.12993,29397.00446,69354.08145,79920.18982,2415443.1798,4341369.52898,5115824.59062,0,797387.517,58353.13635,27061.06313,81937.11422,145240.25165
