Sample,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,QC_001,QC_003,QC_005,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157
Label,Naive,Naive,Naive,Naive,Naive,Naive,QC,QC,QC,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue
421.2415__58.9,16610458.2427,13096428.68503,10453041.64161,10604951.90818,13074545.92177,12869435.89887,0,0,1147427.98483,5757702.49474,10031816.85836,7247239.22469,5820392.22725,7328993.66867,8979014.59512
421.2663__120.98,4009907.22706,2894195.32291,2992222.62843,4831401.37668,2713156.68609,3911613.37797,0,0,0,6890684.1972,5324136.40487,5142457.72532,4467582.31027,4918095.89288,5905055.15972
421.3181__22.04,1091006.81654,1098079.86626,606770.921,2723160.68708,884605.2388,1088626.95734,851277.59058,828406.2868,748659.3899,914014.86437,470996.21514,514620.70199,388403.25717,463562.29164,1581435.88281
421.3296__65.3,3122726.2271,2815051.26708,3277371.0116,3625972.96299,3261169.85319,2462858.64633,2410434.59652,1881955.2621,1396486.26758,3594929.70206,3534397.92319,3856132.99778,3610395.96668,2318881.84192,3234624.99854
421.9641__117.19,474327.29841,645355.46439,653569.96692,636177.86326,869547.30448,301886.47733,3389507.13656,3142782.3008,3252918.39922,0,0,0,0,375242.44653,450950.83687
422.2454__58.95,3057678.20377,2497036.66521,1885492.10962,2085866.64075,2451076.22959,2386425.08003,0,0,0,1055173.89093,1803247.74439,1224702.90531,1000955.30119,1259033.92975,1652988.61929
422.3215__21.93,187742.38645,263588.51598,79526.74432,623527.69868,165667.10387,231175.4923,116117.96217,134417.10798,90558.32358,154288.96984,37636.2188,81323.1212,36812.98808,15924.80841,290639.6195
422.327__93.39,43132.01157,38509.87411,0,309739.1121,0,329027.38866,29776.94682,45892.74419,91324.28945,505720.6383,623666.47286,939488.6522,413157.6333,56701.87854,341718.99909
422.658__72.22,48075.52554,76823.6941,58142.78497,0,0,12412.14847,13052201.52679,12318695.74779,12379082.54193,2200507.7868,1606301.83272,1908595.61848,1882990.58339,1978306.82141,1936487.71019
422.7331__90.61,0,0,24670.07773,0,0,82014.97064,165092.18789,274525.4123,278252.09595,683835.85363,525461.43851,505992.26976,204485.65605,527334.6086,793010.72443
422.7442__126.94,7057859.51655,9451296.39828,5490585.31836,7641596.54873,4751595.68102,8406250.26356,0,0,0,3027539.47894,5865374.80489,1425560.07456,1582469.98413,2039477.06265,2469055.55759
422.7474__72.82,62822.29842,340255.86757,91813.61013,9205.91527,57538.47275,35510.56121,1154567.09565,188749.09,848047.28404,172230.49188,838214.13079,906179.16886,997846.12496,1248683.09262,992719.95554
422.8831__113.41,1278852.04386,861329.29098,590117.25326,0,327755.95726,1852746.98486,1448068.51243,1751078.57311,1570577.75691,1943316.1604,1461339.52127,1624625.69926,867690.06177,2564110.82511,1671676.58745
423.2277__88.81,0,0,0,0,0,0,707692.29345,524030.56572,297350.74648,0,249349.89103,200119.2916,0,0,388429.24879
423.2462__126.83,3100751.33237,4515750.13534,3935242.70055,2427655.97646,1876097.65928,3826424.47343,0,0,0,2085752.08057,2674097.48319,471532.65685,630942.17767,1037948.71785,1994862.19004
423.969__108.37,317884.45795,188515.48641,192465.17122,446162.35144,228598.66071,419545.89808,179166.41294,294627.28517,289300.46924,84733.27469,117412.41332,111939.74515,169523.25895,153928.06798,337612.78764
424.221__110.15,299891.37102,61499.47842,22471.22447,160258.04012,126186.65733,143488.8915,132388.42478,150128.8969,200042.25727,484734.13904,256592.16197,557426.86998,454177.25937,165161.35209,499061.76438
424.3432__57.76,187161.65349,15023.88586,82674.4842,351856.71382,159887.03177,282191.50926,2379361.00779,245534.68372,2504514.99963,1472380.69227,1614170.62687,4651045.51291,117045.72337,2518251.83108,4115689.62386
424.3432__93.15,4497298.23805,1494876.59469,1791373.68479,8290755.6711,4230634.53344,10125907.00635,3354361.33265,3305693.85799,3098181.20724,6819800.20935,9231854.15113,17739841.37465,6209337.99958,3922012.46633,6900269.53172
424.3433__24.79,13926.88463,0,0,0,0,10376.27887,1477085.23709,1404023.05711,1431747.65584,171749.43207,113518.37452,1249669.32751,0,241131.15066,1188184.52408
424.6553__72.02,8654.46207,9413.14533,18933.10495,0,0,0,6171750.96775,6235278.80562,6212580.74249,1215385.39037,718024.56966,819257.82647,866563.38032,979939.88178,1004398.53909
424.731__126.58,511970.47116,1128073.99456,809032.76956,843917.9512,510622.17776,557252.0456,0,0,0,428283.51712,426821.23551,85999.49885,1821234.12335,466171.06089,377692.15228
424.7446__72.75,131869.36558,224182.75602,154860.13991,0,176234.24209,81434.88591,1916424.28868,1599563.01623,1411879.30347,1653562.77807,1317248.79825,1381486.21298,1605971.98859,1724646.48163,1477176.46075
424.7969__60.2,117652.24297,135452.29851,52997.10018,39645.94562,156364.8772,142136.68808,955328.78456,902714.79517,857011.56549,932610.52335,681215.11538,984917.72937,750168.01479,1286739.73354,1510600.82329
425.2444__77.61,3776458.29224,3367180.41506,2597412.32135,2807823.12238,2877650.6546,3124093.25903,0,0,0,3293674.68765,3684000.76567,3583968.68258,3268279.94653,3020186.55995,3676026.87368
425.3466__57.42,14523.07729,0,0,0,0,17939.73076,596990.26618,609554.40694,619668.77733,306432.39936,325368.42681,1115424.74784,306451.58965,596516.79552,1039383.43958
425.3467__93.14,1118009.91663,217234.26072,299287.58665,2119730.81905,879681.07172,2654107.3285,796087.07083,585450.39764,760408.25544,1833105.91382,2274321.5354,4663005.30227,1465863.66109,963444.01439,1792878.493
425.693__148.02,0,0,0,0,0,0,23507639.58368,15923992.00387,9422162.21111,0,0,0,0,0,0
425.7388__125.77,3991011.89652,6260127.25455,9513480.5437,6178438.8854,6539046.55866,5230557.73311,0,0,0,6935385.51299,5514640.15103,3715023.47482,7013468.31245,7978299.3741,8768173.48783
425.7461__77.66,1702832.55998,1223966.94389,1050980.63557,1000427.70267,943803.40524,1099559.20686,0,0,0,1346678.32221,1512031.84414,1550715.57021,1266016.39594,1183852.94109,1516225.40108
425.8421__64.58,622475.19662,461947.95071,722488.99804,52997.17631,450539.49214,916808.36207,1497614.57767,1705224.55793,1661779.31282,1525276.3534,1333835.17612,2051622.49509,1631994.85281,1358117.33046,2566064.60939
426.2403__125.77,1779488.28661,3032217.61684,4815317.89999,2844493.30713,3282990.01635,2541086.38998,0,0,0,3126575.84123,2644937.01564,1629904.94333,3827054.59945,3596726.91917,3831840.90578
426.2474__78.09,112768.20769,85000.0989,0,0,41585.30567,176382.03312,0,0,0,209399.89118,285272.42997,334033.18165,222508.34415,119965.20484,325245.33021
426.2495__24.62,21266.65466,95294.19677,108256.74676,7729.57627,32800.97665,199045.85976,8801.10777,6168.42339,0,559310.23675,678752.9732,541715.59344,529067.82483,775661.13939,326717.88255
426.2523__84.35,1117228.88342,659349.13369,765510.78452,667004.57358,519712.46776,907189.00557,0,0,0,619881.16426,1108417.9189,859888.98072,605925.673,591656.697,800032.71654
426.3077__24.75,728566.86408,683703.86302,492483.51453,79783.51117,555470.53036,1230606.98056,2071969.28318,1851766.70713,1776699.00084,2458518.41088,2455677.4648,3495178.77205,2254148.71332,2860736.75669,3183335.46434
426.3586__92.37,6466556.83989,3213425.63378,3156307.5142,10265883.33902,5807422.90995,9993694.49563,4573335.51802,4619823.79832,4768435.19282,5500994.18104,9680634.55859,15364319.92048,8216243.13955,8138045.93441,10459013.91812
426.3586__57.65,168391.38016,59273.00822,73436.18362,373722.66919,144839.09851,168553.40629,2783817.77922,2857318.72995,2613922.73729,800058.60751,1115727.71728,2834671.71956,1485193.49101,3453402.69133,4686340.32784
426.7014__145.59,0,0,0,0,0,0,17586799.33715,14163327.32947,8318883.19036,0,0,0,0,0,0
426.7048__72.73,0,0,0,0,0,0,2020416.62665,1702640.41916,1967060.11354,858709.64977,685158.65247,713035.25797,713215.83552,889243.03847,807640.05698
426.7464__126.84,5395193.43433,8876878.29843,8672306.53395,7737762.30096,8134533.28123,7458549.67211,0,0,0,8938495.09387,7735385.80721,2737102.12726,5115932.67979,7186902.14611,6322086.81186
426.7936__60.62,347324.31979,74132.56231,158969.69991,310039.82416,468815.90937,144933.03583,1682979.74668,1723609.99166,1517706.44655,1555912.51962,1207051.08003,1866724.69364,1392656.10954,2186348.4295,2618598.09678
426.8231__117.98,0,0,0,0,0,0,1311164.4382,1435260.75501,1621572.77415,0,0,0,0,0,0
426.8306__73.18,125195.12505,136936.45284,108463.99132,13473.89107,101883.07194,110943.46873,145206.11721,134332.65628,172659.85497,828405.48669,729603.47527,742236.23961,909302.0677,861295.63361,763858.10154
426.8515__104.91,10196.70652,40188.34598,0,0,0,7279.85525,1203335.46895,839064.85597,700648.42136,427486.24512,110298.23752,595555.82846,160043.22308,590704.81298,792291.22667
426.9851__112.61,0,0,0,0,0,0,1003830.53034,1342424.26604,1461973.54668,0,0,0,0,0,0
427.1096__57.19,0,0,0,0,0,0,919485.44546,609677.09203,556525.9074,0,0,0,0,0,0
427.2029__145.91,0,0,0,0,0,0,6655901.43907,4809842.3745,2556203.17101,0,0,0,0,0,0
427.2321__137.13,799769.02436,458270.31471,246770.19842,50609.44056,561929.6098,160775.91796,0,0,0,1230815.58792,836501.27778,1556337.08594,790522.62203,971799.62471,1505758.99836
427.2415__110.37,1849040.17887,1755456.64047,1565431.99222,1786970.63844,1775893.49955,2132626.96729,0,0,0,673587.84145,1274262.46928,716083.58992,529003.92005,702359.91694,934240.91893
427.2482__127.05,2485155.92585,4398892.46562,4356290.6412,3833246.47858,3802232.51027,3771497.95051,0,0,0,3917987.64573,3271031.35371,1631987.34087,3190115.85426,3474694.65303,3156357.2438
427.2986__131.8,1934833.18917,1731591.9761,1674427.21457,1674196.11524,1254031.03536,1796992.2209,0,0,0,1592968.12874,1150202.84806,708101.89038,1500874.59895,1349677.76616,944771.83428
427.3111__24.86,57080.93411,2855.0201,82170.93811,236608.07978,111190.29113,251692.632,451007.63452,434829.71045,453542.49794,479087.77513,517338.81374,726876.47333,499619.07299,598488.10861,326398.43589
427.362__57.67,8127.42764,0,0,0,0,5285.88169,740837.73916,681710.6815,657502.08946,152818.86246,214706.03038,702052.93652,166864.21532,848008.46354,1194613.18333
427.362__92.63,1559482.0202,854987.42109,707511.84253,2647101.12139,1496200.46625,2346972.51293,1076048.55936,1134991.86404,1214670.9753,1262264.2632,2398950.40641,4032989.35563,1971470.59061,1753427.93973,2424280.09943
427.7086__144.8,0,0,0,0,0,0,31720007.13738,29903614.80285,20605551.11622,0,0,34788.68872,48477.45585,0,86730.30533
427.7438__110.07,683475.71668,550431.34766,672708.35483,543393.34391,636454.75594,807647.38601,0,0,0,146561.25376,538694.99915,246335.21925,151254.10191,174129.5821,202986.09798
427.7545__123.04,1893294.29801,3464870.40694,3522299.8444,2892687.85422,2681297.23149,3006252.47447,0,0,0,2633285.23326,2439655.08443,1249900.77764,1981083.78587,4825034.64502,2798055.37517
427.839__64.72,1298437.82544,1196933.52518,1379136.15628,1517720.28868,1269449.44404,1886027.60578,2616522.29842,3020070.26632,2858712.20778,2694022.443,2254513.41258,3579590.89691,2967515.3287,2462686.05424,4146054.70661
428.2062__136.96,695660.28354,638906.4902,569517.07623,778253.59083,655079.9913,822182.84527,0,0,0,1278323.39902,1077518.01192,1043956.85646,855894.61104,1125955.70985,1247072.54307
428.2109__144.68,0,0,0,0,0,0,12893444.63351,10613406.35162,7866261.21911,0,0,0,0,0,0
428.256__123.13,635526.86798,1654872.13975,1797600.141,1325411.5399,474651.82461,1276851.83675,0,0,0,1131334.49533,1025746.42147,522714.31198,795930.19984,2513286.24822,968438.96505
428.374__92.1,716480.40271,1008127.73758,382089.67733,1432468.51566,1406118.28097,1156891.69889,690671.09026,673523.09336,701585.23129,1252430.66463,1524252.29142,1707134.08647,770014.69863,1692648.86372,2182307.40322
428.6192__77.03,0,0,0,0,0,0,470309.47515,285942.31881,362837.56686,194076.35314,0,0,0,0,156294.50402
428.7001__67.59,63198505.93363,51677360.75339,44134163.06597,45394073.64341,55211531.8384,40615018.40486,61044581.62836,66220774.89205,60027715.06965,75721926.84009,69725667.59158,80985103.64857,72823000.89837,77207780.19331,92563265.91923
428.712__144.54,0,0,0,0,0,0,2459319.77005,2454852.48641,1111935.96739,0,0,0,0,0,0
428.7333__124.78,270716.88687,372599.33353,1318594.43745,721679.89541,570967.49278,1046900.62113,0,0,0,1790842.12516,1935435.59738,1473361.25356,2653018.02861,1770007.39811,1941799.59811
428.7906__60.74,165056.07868,24486.17768,6932.51203,0,251383.58898,30219.56857,824755.85144,1027948.07874,922861.76166,919286.02694,661180.35316,1042975.12371,173737.11406,1271239.83036,1382099.27068
428.8276__73.37,45190.05194,89613.79534,54068.37876,0,22381.00342,28578.20096,36429.81766,67726.23866,79961.11483,495425.38786,355966.01166,377151.44636,475880.68915,509394.22033,476526.85072
428.9482__119.07,0,0,0,0,0,0,4667913.00749,3347239.72122,2067730.43202,0,0,0,0,0,0
429.2349__124.26,76078.54563,136906.94053,391303.20194,21475.07661,98471.72519,233494.84329,1046332.13803,0,1296747.5459,658075.72272,923106.68236,617302.25452,1100898.76102,588698.67083,749390.29174
429.2413__73.22,6850728.75904,151211.69267,209074.03668,10068.80114,73177.2764,96343.30977,3329638.5691,4436053.71003,4428023.21324,983666.22771,850519.51349,799064.22076,802938.63379,582724.54356,672095.62193
429.3736__22.96,781464.58087,971719.47804,448533.33856,1186747.4578,825838.27702,919215.28513,892700.33466,1007245.006,1249711.40797,2825153.99186,2356547.10525,2013916.46508,1679110.85163,3739658.04874,4508399.75972
429.7407__122.02,370786.35411,1031620.57506,2382341.37758,495152.97806,1029927.75234,2040828.42752,0,0,0,3104129.91791,4106435.97892,4061012.41174,6297193.558,4744998.94446,4007553.91987
429.8362__64.27,611975.89596,554036.51265,276564.91111,922084.04901,638623.44835,843118.96163,1815038.61442,1901648.46862,1721205.98929,1664283.51507,1248260.03749,2119601.04033,1779048.06732,1535935.98358,2508981.44168
429.9715__87.27,0,0,0,0,0,0,1787426.20124,1425001.39742,1266870.39659,9023.96339,0,0,54106.7044,17656.14416,0
430.0085__110.82,2466549.70848,2306280.91471,2031253.73586,2597233.75124,2252893.78922,1503151.99632,2416695.30891,2439198.73587,2364901.32009,1099622.19247,1200636.97042,1220279.85824,1857966.94015,1316597.92151,2558871.99929
430.2426__121.58,138223.2445,414336.31404,809759.6277,0,240388.53156,874847.00041,0,0,0,1859861.64358,2134327.35504,1917899.74373,2770367.28132,2152424.22309,1811015.37718
430.302__46.67,92132.85428,151145.97071,168975.20617,2691.37539,67137.4293,325282.4,0,0,0,305308.99717,568946.47779,366980.84705,389520.30408,326799.01453,123004.6402
430.3811__23.53,191452.41872,28532.48844,2400.48133,0,105973.18476,76215.95388,544643.34731,602278.13028,682909.63203,1450136.98505,245798.88386,789885.79982,113264.24929,1412770.90021,1738551.65545
430.6159__77.03,0,0,0,0,0,0,1140845.44547,1177467.83403,943115.45983,5793.86059,0,14793.49954,0,13728.94222,17590.08111
430.6974__67.66,144313602.67202,116730743.35191,95944693.67556,103121458.62213,120916447.22786,88326888.93883,138251740.4404,152050074.93908,135925512.50409,174785371.43661,155906868.38438,181020737.25893,165245671.23376,169568097.49742,205169696.59849
430.9145__114.72,234212521.02811,184632766.52237,142285123.47023,164426928.26249,202213553.01538,152911483.72955,99079646.10317,90471104.95213,78313998.62028,71814670.21047,67083824.58138,72766460.83589,50321701.23607,61296526.1934,84884690.16449
431.0051__110.72,1512215.38273,1351108.14245,2119103.29824,2949865.50415,2585084.46317,1779335.65174,1300131.52977,1408754.51031,1235086.29074,1409486.6959,2149893.8168,1993931.62838,1244206.63334,1513696.84086,2377652.03911
431.2809__58.03,11543.75762,60295.25978,32868.09716,0,140994.63549,51094.29469,275796.21563,243250.16394,288672.63339,79804.20888,118485.40011,50244.41266,107654.018,120075.43954,286816.43643
431.2833__134.13,1170195.33657,691396.66447,825841.41941,665499.87728,806538.039,635346.82589,0,0,0,2601908.35508,2898602.11214,1238725.60066,1701761.16754,1021600.47242,2034104.79648
431.757__119.82,698144.47445,1156284.09072,2635205.31182,1602685.25975,975713.11015,1625626.01266,0,0,0,4282836.17989,3472438.09301,2477274.23091,5798384.23853,4948778.7518,3968961.0992
431.7838__134.31,2144199.38112,2640426.71492,2015896.08452,2213159.27098,169467.06086,1961650.56095,0,0,0,1448374.64164,1800206.6306,648220.17227,1022025.5567,561752.07606,1038983.68158
431.9185__114.1,16085272.58199,12496851.03366,9210710.09165,11111293.28006,13145873.13047,10861270.26137,6302986.066,5974357.5707,5419313.97847,4838377.52157,4140202.21186,4684216.72933,3155154.32849,4131107.76407,5741484.11172
432.2392__23.93,285569.74785,400135.47159,458239.84946,907506.42119,396756.38999,946984.86245,4131349.07823,3751519.5135,4094908.88758,1374393.78966,1170261.04545,3093440.04456,932714.12429,1742325.99415,1262799.88621
432.2523__72.58,3872181.06334,4189251.19829,3346475.00422,3565428.76348,3357473.4747,4562605.54214,0,0,0,2487785.8234,3249164.28908,2831382.12283,2782156.01617,1990930.55992,2207070.54521
432.2814__85,9075.0206,0,10824.02136,0,0,0,3650414.4004,3567591.12426,3634469.62577,0,9867.48958,13247.40355,45653.26526,0,0
432.2911__132.75,2545677.9152,1711673.82367,2226076.02283,2000105.85592,2138341.65734,1871807.90473,0,0,39140.75901,6857459.19342,6189678.98625,3317334.23055,4147579.03952,3134987.57006,4481212.23992
432.3117__24.36,1946522.11876,71585.74656,0,0,0,7229.68213,2016816.77474,2083560.6931,1941217.18507,864822.96466,670825.47927,2646860.28062,906833.31915,19344.65538,398192.16531
432.5822__110.57,463862.39048,595924.71939,333806.27611,611011.00635,385517.06067,484152.16285,0,0,0,183308.59198,355679.21274,248222.05651,270762.80017,133743.50643,280462.10011
432.6132__76.99,0,0,0,0,0,0,1071126.55271,957870.41623,755886.18177,0,8502.95089,10021.68446,9855.75461,0,8925.14948
432.6665__148.82,0,0,0,0,0,0,58690839.04031,34156686.00793,18945357.79171,0,0,0,0,0,0
432.6942__67.66,134658347.94614,110655348.06956,93650066.57294,98373112.87611,116552252.27267,86275796.48212,128822040.88275,140039548.23063,125514184.9555,161806230.65105,148082848.30125,169097709.94675,155053002.2226,164968009.19685,196133139.07328
432.7536__72.85,1437711.50798,1457619.28684,1329358.28279,993397.70862,1202171.91856,1784593.98287,448516.76907,142281.44971,481479.8171,1131248.20342,1282294.84973,1022958.55094,1140044.56851,712576.07832,882214.30557
432.7645__119.12,571475.69135,1070156.60402,2426553.45924,2371065.92563,982202.8995,1289496.54634,177575.00789,10363.32319,0,4463017.12223,3052393.18385,2621293.54579,6419618.71589,4689320.16431,3313710.35496
432.7922__132.23,1335493.94602,901832.39546,1075764.94792,236654.52159,1110344.12582,792404.85447,0,17738.1024,22199.90453,3627196.85281,3470280.42147,1751771.64488,2220647.77705,1694464.55878,2329461.69619
432.8176__104.5,0,0,0,0,0,0,315962.39032,155049.58156,126708.95111,9705.75313,0,11689.8295,0,8967.96046,13931.21247
432.9187__114.1,5707594.99721,4502773.96805,3525249.78058,4062956.95405,5170467.64182,3821072.4949,2351473.62526,2106517.79581,1752306.01378,1604748.69541,1557647.00108,1673010.22702,1208155.16916,1545291.78113,1980373.77233
433.1507__130.66,0,0,0,0,0,0,550632.48598,455477.01153,449626.07326,0,0,0,0,0,0
433.1683__148.64,0,0,0,0,0,0,21876278.37492,12682953.56156,6909591.57431,0,0,0,0,0,0
433.243__23.93,485390.36658,59577.31564,86460.99562,209853.01764,65955.56376,187004.26688,444217.20122,929922.89599,999005.22542,285273.87381,285731.1113,653598.91021,171033.37027,397160.25321,204180.56085
433.2599__77.98,801583.61374,572496.76706,425941.57648,0,545980.56419,571845.37396,0,0,0,524629.74012,986944.5067,643472.76025,532912.14066,454581.75136,565913.22406
433.2987__131.48,11300193.29479,9228843.10251,8499944.80136,8165173.4143,8545641.98703,8000175.5158,0,0,123892.13683,14407190.1272,12714263.56717,10490168.01811,13628901.21984,10640502.18897,11153881.2894
433.736__126.31,1841486.01006,3668688.49748,4617408.76109,3127540.18617,3022301.46429,2420875.05106,0,0,0,1882290.92612,2108154.77236,559678.47586,3352145.8571,2789115.10207,2358621.29411
433.8003__131.47,5568864.15991,5367640.52071,4477468.9561,4303486.41851,4567479.49274,3894444.12809,0,0,21992.68845,7967491.1979,6914528.75884,5677019.56619,7897827.5212,5472649.08273,6086255.23998
434.0003__116.54,2146696.72666,1815366.94529,2026413.82664,1805706.01341,2610178.23278,1786038.20068,1553408.12127,279541.92126,1416199.48023,806336.03357,962553.21685,1147698.82846,795632.50592,477895.7613,979648.1768
434.2492__103.3,3018694.93281,2871930.95219,2264643.36115,2490032.14264,2731098.92305,2711229.65411,0,0,0,829893.46264,1998452.08234,1054838.06927,984993.79781,1040219.11434,1368708.50692
434.3071__131.4,6519927.38581,6327204.41675,4923818.32224,4823949.36056,5976039.01207,4483416.28476,0,0,66682.59998,3468532.23295,3720751.55373,2868788.37039,3645413.52016,2800293.50396,2591881.53245
434.6379__73.12,0,0,0,0,0,0,5956398.60959,6085941.89981,5909455.25267,112649.26378,39694.09041,38689.35696,94697.76164,65591.75295,78749.69413
434.6915__67.75,73202593.61098,59532866.39641,48719546.11897,52187528.62531,61514102.58316,44488376.17741,70034918.96092,75911435.12434,68113227.10838,88401089.97364,79066970.46316,90716805.31304,83828450.5684,85903346.79501,103424159.14157
434.7439__125.57,3778727.45782,7133842.15008,8698897.98577,6338727.78501,6511729.23751,5613984.35648,0,0,0,5669827.45308,5244952.18381,2697155.72844,5068175.88181,8191737.79643,6922928.95981
434.7511__103.13,1300995.23293,1162169.90137,874313.81064,893526.09121,1022586.4769,1042758.38311,0,0,0,348259.50871,764280.15554,334469.50673,359244.94446,228948.35949,531117.14882
434.773__74.09,0,23183.49567,0,0,0,0,221204.56546,191298.36096,257597.68316,481338.30742,406004.65718,351581.94783,412001.13622,522164.43062,528812.50433
434.8085__131.58,4092481.45917,3301807.00522,2464007.28157,2833277.85447,2941325.44482,2640937.83788,0,0,20976.43008,1926600.13119,1890209.12527,1573085.16737,2208155.45136,1260737.2048,1445859.84062
434.8253__58.42,0,0,0,0,0,0,53437.82102,68224.86383,84117.02482,144352.86226,91242.53839,88702.77834,86697.96105,211791.46593,220454.55622
434.9566__118.31,0,0,0,0,0,0,1682573.89663,1119414.54234,457492.37651,0,0,0,0,0,0
435.1053__95.33,0,0,0,0,0,0,928944.45843,829681.41093,680565.60328,1042617.07585,970741.05137,1767663.73808,945107.89467,934967.79159,1891423.27778
435.2453__125.61,1859235.62044,3600220.44822,4362093.24812,3019400.35015,3068649.27396,2674132.48124,540729.28027,0,0,2510338.96358,2560411.90422,1151308.57597,1918920.39546,4258495.99441,3341280.06014
435.2575__57.42,1824818.51798,823853.91707,338633.84005,482661.04215,748117.61483,562541.78345,0,0,0,263682.7127,299403.2328,444276.60877,197224.03673,883219.1919,1245078.38705
435.7524__126.85,2285990.91535,4266838.22618,2652447.95756,2841764.15385,3406424.13497,2606391.7808,0,0,0,2082944.47159,1680538.55846,489591.46815,1524726.82958,2662771.99256,2257983.11584
435.9799__116.8,674673.92092,929107.29729,484034.40693,895748.92069,1270276.68125,346915.38058,499262.43961,15543.37094,12960.94111,119052.27423,69217.49549,45810.20945,37589.97292,372307.76016,859700.51165
436.2561__23.94,60735.84203,149976.883,189778.37388,129123.70104,192530.99417,552822.65172,1143444.41955,1240344.20185,941021.59545,229333.83722,357039.18575,3369.1607,50605.54251,42170.25797,98385.89407
436.6346__72.8,0,0,0,0,0,0,12907453.95208,13056859.40977,13209228.95848,417709.52387,173773.77163,159576.82501,330603.09633,257098.30766,258063.85375
436.689__67.76,22401897.22267,17942426.4236,15545264.8568,17122577.21634,18985200.48261,14500670.07629,21308235.26664,23477017.60546,21584524.01361,27386614.0883,23755004.46484,27175644.22902,24566510.78603,27749953.37557,31980057.22524
436.7311__129.02,1161546.55752,2216415.26644,1133670.63252,618751.76146,835708.03274,605811.69858,0,0,0,1133502.65719,1372704.63053,244777.76284,787052.11425,690184.93517,689456.22131
436.8027__57.8,0,0,111841.62682,0,0,119956.68122,0,6782.81961,0,154747.73059,108282.33009,129743.88634,144211.25467,294499.25076,342931.17349
436.8596__73.62,62986.55561,88315.22766,99995.4837,25324.31976,49322.6836,57266.65958,74676.34121,60139.66509,42294.65707,485099.09926,452630.13861,446599.94699,656569.12453,531659.83023,539838.21557
436.8803__113.06,17245361.32116,8327351.56376,2199256.70425,4284325.68846,11073329.7053,2366513.81471,10877085.1221,4154718.07065,2633568.93738,2481161.90157,1385740.2969,2950807.20676,1369104.00077,2502383.37801,4347431.9684
436.8803__104.63,79328.83186,536433.32439,52790.34274,0,5977.20554,0,121503.91341,4200912.7598,3992270.56836,2425303.83175,822336.15514,2790174.30724,1160896.92239,1688159.18195,2883841.1017
437.0079__103.7,0,0,0,0,0,0,301542.9398,413991.19445,349603.78228,86248.12209,55149.84674,244886.0935,29845.22117,86366.67707,374864.29297
437.1942__57.89,120398.94161,149798.46267,0,0,165425.30421,8232.49147,865105.25152,852682.30415,829062.17356,137251.65583,87709.99407,190383.98606,80965.71987,534943.88955,774919.16954
437.237__83.54,1983811.82545,1710995.9539,2787330.33262,1667146.54385,1401580.63652,2061427.00696,32468233.3526,30421636.14419,27856851.41983,853389.12244,1143588.25418,1072874.33322,1465001.21468,1442568.49346,2296269.26169
437.2543__104.64,713295.6711,675038.25052,500862.98213,514079.57126,612140.54541,746816.51413,0,0,0,47299.26931,153546.50144,157943.60516,115001.8921,59009.87096,237571.24153
437.2859__23.03,0,0,0,0,0,83673.21528,638682.27669,548118.56754,577942.12507,75274.15526,0,0,0,0,55277.27369
437.6935__145.21,0,0,0,0,0,0,3852275.69241,3788199.13358,1481016.41342,0,0,0,0,0,0
437.7381__124.98,390902.50106,1094411.1999,2211025.95822,253656.70397,990757.11327,1959559.89433,0,0,0,2963232.04676,3814947.12312,2263835.95327,3956911.82121,3845916.94608,3753610.22886
438.24__83.87,152862.8655,119801.05009,327196.43779,0,29690.79937,48716.61454,6877393.9553,5879335.26842,5172298.70472,32792.58205,148705.53244,71759.70243,132395.521,41423.18896,100568.73786
438.2991__105.3,4524105.47962,6496223.22537,3880768.85595,6431198.28305,3745392.47045,4507597.8843,2453793.82366,2456996.93963,2453564.79083,5636517.42832,6417909.53708,10651826.77358,9012272.6051,8260363.23012,8298097.60932
438.3799__23.48,89947.55233,50509.10936,26870.85883,15068.98699,148703.47024,47712.37479,191709.57324,174199.8599,180254.77791,158354.49407,138933.06457,372542.64396,232076.60025,225045.68138,244006.2419
438.6318__72.8,0,0,0,0,0,0,12963565.81008,12533521.69037,12075263.99188,314081.95658,204474.87754,265159.22903,268998.32525,312378.68887,264249.84493
438.6933__144.34,0,0,0,0,0,0,5483344.01348,3967986.92454,2592400.05111,0,0,0,0,0,0
438.7291__66.78,52642371.00953,3515141.10813,2863361.4287,2911605.17072,3474005.06671,2547386.51194,4032801.88489,4398711.84087,4128782.64608,5420874.86934,4277532.39543,5267113.32014,4842115.19939,4975944.188,5954136.60954
438.7465__124.98,799085.74735,1697957.03368,2784037.11642,1125299.97836,1491077.25751,2038356.47154,0,0,0,3111202.65202,2333400.15139,2942567.39174,2719115.32299,5767810.53363,3617077.6517
439.1438__99.08,1854989.45403,1315069.8943,832608.99644,22549.86892,1538800.30641,915746.06109,0,0,0,0,0,0,0,0,0
439.1951__144.08,0,0,0,0,0,0,2444974.92151,1557214.86878,869217.4372,0,0,0,0,0,0
439.2417__84.54,0,0,0,0,0,0,496549.42003,355510.33645,254801.45011,0,0,0,0,0,0
